Zonas  Turísticas;Periodo;Total
Andalucía: Costa Del Sol (Málaga);2014M12;5,71
Andalucía: Costa Del Sol (Málaga);2014M11;6,17
Andalucía: Costa Del Sol (Málaga);2014M10;6,55
Andalucía: Costa Del Sol (Málaga);2014M09;6,11
Andalucía: Costa Del Sol (Málaga);2014M08;6,09
Andalucía: Costa Del Sol (Málaga);2014M07;6,61
Andalucía: Costa Del Sol (Málaga);2014M06;5,71
Andalucía: Costa Del Sol (Málaga);2014M05;5,45
Andalucía: Costa Del Sol (Málaga);2014M04;5,62
Andalucía: Costa Del Sol (Málaga);2014M03;5,99
Andalucía: Costa Del Sol (Málaga);2014M02;6,3
Andalucía: Costa Del Sol (Málaga);2014M01;6,78
Andalucía: Costa Del Sol (Málaga);2013M12;5,46
Andalucía: Costa Del Sol (Málaga);2013M11;6,43
Andalucía: Costa Del Sol (Málaga);2013M10;7,23
Andalucía: Costa Del Sol (Málaga);2013M09;6,23
Andalucía: Costa Del Sol (Málaga);2013M08;6,76
Andalucía: Costa Del Sol (Málaga);2013M07;6,78
Andalucía: Costa Del Sol (Málaga);2013M06;5,8
Andalucía: Costa Del Sol (Málaga);2013M05;6,02
Andalucía: Costa Del Sol (Málaga);2013M04;6,2
Andalucía: Costa Del Sol (Málaga);2013M03;5,8
Andalucía: Costa Del Sol (Málaga);2013M02;6,97
Andalucía: Costa Del Sol (Málaga);2013M01;6,83
Andalucía: Costa Del Sol (Málaga);2012M12;5,59
Andalucía: Costa Del Sol (Málaga);2012M11;7,5
Andalucía: Costa Del Sol (Málaga);2012M10;7,59
Andalucía: Costa Del Sol (Málaga);2012M09;6,32
Andalucía: Costa Del Sol (Málaga);2012M08;7,3
Andalucía: Costa Del Sol (Málaga);2012M07;6,96
Andalucía: Costa Del Sol (Málaga);2012M06;5,8
Andalucía: Costa Del Sol (Málaga);2012M05;5,97
Andalucía: Costa Del Sol (Málaga);2012M04;5,84
Andalucía: Costa Del Sol (Málaga);2012M03;6,5
Andalucía: Costa Del Sol (Málaga);2012M02;6,94
Andalucía: Costa Del Sol (Málaga);2012M01;7,39
Andalucía: Costa Del Sol (Málaga);2011M12;5,68
Andalucía: Costa Del Sol (Málaga);2011M11;7,45
Andalucía: Costa Del Sol (Málaga);2011M10;6,52
Andalucía: Costa Del Sol (Málaga);2011M09;6,27
Andalucía: Costa Del Sol (Málaga);2011M08;7,18
Andalucía: Costa Del Sol (Málaga);2011M07;6,5
Andalucía: Costa Del Sol (Málaga);2011M06;6,07
Andalucía: Costa Del Sol (Málaga);2011M05;5,76
Andalucía: Costa Del Sol (Málaga);2011M04;5,42
Andalucía: Costa Del Sol (Málaga);2011M03;6,9
Andalucía: Costa Del Sol (Málaga);2011M02;5,95
Andalucía: Costa Del Sol (Málaga);2011M01;6,25
Andalucía: Costa Del Sol (Málaga);2010M12;5,7
Andalucía: Costa Del Sol (Málaga);2010M11;6,75
Andalucía: Costa Del Sol (Málaga);2010M10;6,54
Andalucía: Costa Del Sol (Málaga);2010M09;6,68
Andalucía: Costa Del Sol (Málaga);2010M08;7,01
Andalucía: Costa Del Sol (Málaga);2010M07;6,41
Andalucía: Costa Del Sol (Málaga);2010M06;6,17
Andalucía: Costa Del Sol (Málaga);2010M05;5,9
Andalucía: Costa Del Sol (Málaga);2010M04;6,02
Andalucía: Costa Del Sol (Málaga);2010M03;7,24
Andalucía: Costa Del Sol (Málaga);2010M02;6,79
Andalucía: Costa Del Sol (Málaga);2010M01;7,88
Andalucía: Costa Del Sol (Málaga);2009M12;6,25
Andalucía: Costa Del Sol (Málaga);2009M11;7,52
Andalucía: Costa Del Sol (Málaga);2009M10;6,93
Andalucía: Costa Del Sol (Málaga);2009M09;7,93
Andalucía: Costa Del Sol (Málaga);2009M08;7,38
Andalucía: Costa Del Sol (Málaga);2009M07;7,76
Andalucía: Costa Del Sol (Málaga);2009M06;6,46
Andalucía: Costa Del Sol (Málaga);2009M05;6,77
Andalucía: Costa Del Sol (Málaga);2009M04;6,6
Andalucía: Costa Del Sol (Málaga);2009M03;7,48
Andalucía: Costa Del Sol (Málaga);2009M02;6,84
Andalucía: Costa Del Sol (Málaga);2009M01;8,18
Andalucía: Costa Del Sol (Málaga);2008M12;7,25
Andalucía: Costa Del Sol (Málaga);2008M11;8,35
Andalucía: Costa Del Sol (Málaga);2008M10;7,99
Andalucía: Costa Del Sol (Málaga);2008M09;7,99
Andalucía: Costa Del Sol (Málaga);2008M08;8,83
Andalucía: Costa Del Sol (Málaga);2008M07;9,15
Andalucía: Costa Del Sol (Málaga);2008M06;8,09
Andalucía: Costa Del Sol (Málaga);2008M05;7,5
Andalucía: Costa Del Sol (Málaga);2008M04;7,16
Andalucía: Costa Del Sol (Málaga);2008M03;7,82
Andalucía: Costa Del Sol (Málaga);2008M02;8,72
Andalucía: Costa Del Sol (Málaga);2008M01;10,03
Andalucía: Costa Del Sol (Málaga);2007M12;6,69
Andalucía: Costa Del Sol (Málaga);2007M11;8,06
Andalucía: Costa Del Sol (Málaga);2007M10;7,52
Andalucía: Costa Del Sol (Málaga);2007M09;7,4
Andalucía: Costa Del Sol (Málaga);2007M08;8,02
Andalucía: Costa Del Sol (Málaga);2007M07;7,65
Andalucía: Costa Del Sol (Málaga);2007M06;6,45
Andalucía: Costa Del Sol (Málaga);2007M05;6,62
Andalucía: Costa Del Sol (Málaga);2007M04;6,94
Andalucía: Costa Del Sol (Málaga);2007M03;7,74
Andalucía: Costa Del Sol (Málaga);2007M02;7,93
Andalucía: Costa Del Sol (Málaga);2007M01;9,77
Andalucía: Costa Del Sol (Málaga);2006M12;7,6
Andalucía: Costa Del Sol (Málaga);2006M11;7,75
Andalucía: Costa Del Sol (Málaga);2006M10;7,52
Andalucía: Costa Del Sol (Málaga);2006M09;7,95
Andalucía: Costa Del Sol (Málaga);2006M08;9,71
Andalucía: Costa Del Sol (Málaga);2006M07;8,69
Andalucía: Costa Del Sol (Málaga);2006M06;7,52
Andalucía: Costa Del Sol (Málaga);2006M05;7,2
Andalucía: Costa Del Sol (Málaga);2006M04;6,32
Andalucía: Costa Del Sol (Málaga);2006M03;7,87
Andalucía: Costa Del Sol (Málaga);2006M02;8,85
Andalucía: Costa Del Sol (Málaga);2006M01;9,48
Andalucía: Costa Del Sol (Málaga);2005M12;8,63
Andalucía: Costa Del Sol (Málaga);2005M11;9,08
Andalucía: Costa Del Sol (Málaga);2005M10;8,13
Andalucía: Costa Del Sol (Málaga);2005M09;8,86
Andalucía: Costa Del Sol (Málaga);2005M08;9,35
Andalucía: Costa Del Sol (Málaga);2005M07;8,36
Andalucía: Costa Del Sol (Málaga);2005M06;8,37
Andalucía: Costa Del Sol (Málaga);2005M05;8,05
Andalucía: Costa Del Sol (Málaga);2005M04;8,3
Andalucía: Costa Del Sol (Málaga);2005M03;8,34
Andalucía: Costa Del Sol (Málaga);2005M02;9,02
Andalucía: Costa Del Sol (Málaga);2005M01;9,77
Andalucía: Costa De La Luz (Huelva);2022M08;4,95
Andalucía: Costa De La Luz (Huelva);2022M07;4,58
Andalucía: Costa De La Luz (Huelva);2022M06;3,54
Andalucía: Costa De La Luz (Huelva);2022M05;2,29
Andalucía: Costa De La Luz (Huelva);2022M04;2,53
Andalucía: Costa De La Luz (Huelva);2022M03;2,23
Andalucía: Costa De La Luz (Huelva);2022M02;2,28
Andalucía: Costa De La Luz (Huelva);2022M01;2,89
Andalucía: Costa De La Luz (Huelva);2021M12;4,5
Andalucía: Costa De La Luz (Huelva);2021M11;8,16
Andalucía: Costa De La Luz (Huelva);2021M10;3,43
Andalucía: Costa De La Luz (Huelva);2021M09;4,39
Andalucía: Costa De La Luz (Huelva);2021M08;6,14
Andalucía: Costa De La Luz (Huelva);2021M07;5,38
Andalucía: Costa De La Luz (Huelva);2021M06;3,63
Andalucía: Costa De La Luz (Huelva);2021M05;2,23
Andalucía: Costa De La Luz (Huelva);2021M04;.
Andalucía: Costa De La Luz (Huelva);2021M03;3,57
Andalucía: Costa De La Luz (Huelva);2021M02;2,93
Andalucía: Costa De La Luz (Huelva);2021M01;.
Andalucía: Costa De La Luz (Huelva);2020M12;.
Andalucía: Costa De La Luz (Huelva);2020M11;.
Andalucía: Costa De La Luz (Huelva);2020M10;2,91
Andalucía: Costa De La Luz (Huelva);2020M09;3,4
Andalucía: Costa De La Luz (Huelva);2020M08;5,06
Andalucía: Costa De La Luz (Huelva);2020M07;4,35
Andalucía: Costa De La Luz (Huelva);2020M06;.
Andalucía: Costa De La Luz (Huelva);2020M05;.
Andalucía: Costa De La Luz (Huelva);2020M04;0
Andalucía: Costa De La Luz (Huelva);2020M03;.
Andalucía: Costa De La Luz (Huelva);2020M02;2,13
Andalucía: Costa De La Luz (Huelva);2020M01;3,32
Andalucía: Costa De La Luz (Huelva);2019M12;2,04
Andalucía: Costa De La Luz (Huelva);2019M11;3,93
Andalucía: Costa De La Luz (Huelva);2019M10;2,71
Andalucía: Costa De La Luz (Huelva);2019M09;4,27
Andalucía: Costa De La Luz (Huelva);2019M08;5,47
Andalucía: Costa De La Luz (Huelva);2019M07;5,55
Andalucía: Costa De La Luz (Huelva);2019M06;3,56
Andalucía: Costa De La Luz (Huelva);2019M05;2,77
Andalucía: Costa De La Luz (Huelva);2019M04;2,9
Andalucía: Costa De La Luz (Huelva);2019M03;2,1
Andalucía: Costa De La Luz (Huelva);2019M02;2,94
Andalucía: Costa De La Luz (Huelva);2019M01;3,24
Andalucía: Costa De La Luz (Huelva);2018M12;2,9
Andalucía: Costa De La Luz (Huelva);2018M11;4,63
Andalucía: Costa De La Luz (Huelva);2018M10;3,4
Andalucía: Costa De La Luz (Huelva);2018M09;3,89
Andalucía: Costa De La Luz (Huelva);2018M08;5,31
Andalucía: Costa De La Luz (Huelva);2018M07;4,84
Andalucía: Costa De La Luz (Huelva);2018M06;3,58
Andalucía: Costa De La Luz (Huelva);2018M05;2,58
Andalucía: Costa De La Luz (Huelva);2018M04;3,5
Andalucía: Costa De La Luz (Huelva);2018M03;3,53
Andalucía: Costa De La Luz (Huelva);2018M02;2,8
Andalucía: Costa De La Luz (Huelva);2018M01;3,22
Andalucía: Costa De La Luz (Huelva);2017M12;
Andalucía: Costa De La Luz (Huelva);2017M11;
Andalucía: Costa De La Luz (Huelva);2017M10;
Andalucía: Costa De La Luz (Huelva);2017M09;
Andalucía: Costa De La Luz (Huelva);2017M08;
Andalucía: Costa De La Luz (Huelva);2017M07;
Andalucía: Costa De La Luz (Huelva);2017M06;
Andalucía: Costa De La Luz (Huelva);2017M05;
Andalucía: Costa De La Luz (Huelva);2017M04;
Andalucía: Costa De La Luz (Huelva);2017M03;
Andalucía: Costa De La Luz (Huelva);2017M02;
Andalucía: Costa De La Luz (Huelva);2017M01;
Andalucía: Costa De La Luz (Huelva);2016M12;
Andalucía: Costa De La Luz (Huelva);2016M11;
Andalucía: Costa De La Luz (Huelva);2016M10;
Andalucía: Costa De La Luz (Huelva);2016M09;
Andalucía: Costa De La Luz (Huelva);2016M08;
Andalucía: Costa De La Luz (Huelva);2016M07;
Andalucía: Costa De La Luz (Huelva);2016M06;
Andalucía: Costa De La Luz (Huelva);2016M05;
Andalucía: Costa De La Luz (Huelva);2016M04;
Andalucía: Costa De La Luz (Huelva);2016M03;
Andalucía: Costa De La Luz (Huelva);2016M02;
Andalucía: Costa De La Luz (Huelva);2016M01;
Andalucía: Costa De La Luz (Huelva);2015M12;
Andalucía: Costa De La Luz (Huelva);2015M11;
Andalucía: Costa De La Luz (Huelva);2015M10;
Andalucía: Costa De La Luz (Huelva);2015M09;
Andalucía: Costa De La Luz (Huelva);2015M08;
Andalucía: Costa De La Luz (Huelva);2015M07;
Andalucía: Costa De La Luz (Huelva);2015M06;
Andalucía: Costa De La Luz (Huelva);2015M05;
Andalucía: Costa De La Luz (Huelva);2015M04;
Andalucía: Costa De La Luz (Huelva);2015M03;
Andalucía: Costa De La Luz (Huelva);2015M02;
Andalucía: Costa De La Luz (Huelva);2015M01;
Andalucía: Costa De La Luz (Huelva);2014M12;
Andalucía: Costa De La Luz (Huelva);2014M11;
Andalucía: Costa De La Luz (Huelva);2014M10;
Andalucía: Costa De La Luz (Huelva);2014M09;
Andalucía: Costa De La Luz (Huelva);2014M08;
Andalucía: Costa De La Luz (Huelva);2014M07;
Andalucía: Costa De La Luz (Huelva);2014M06;
Andalucía: Costa De La Luz (Huelva);2014M05;
Andalucía: Costa De La Luz (Huelva);2014M04;
Andalucía: Costa De La Luz (Huelva);2014M03;
Andalucía: Costa De La Luz (Huelva);2014M02;
Andalucía: Costa De La Luz (Huelva);2014M01;
Andalucía: Costa De La Luz (Huelva);2013M12;
Andalucía: Costa De La Luz (Huelva);2013M11;
Andalucía: Costa De La Luz (Huelva);2013M10;
Andalucía: Costa De La Luz (Huelva);2013M09;
Andalucía: Costa De La Luz (Huelva);2013M08;
Andalucía: Costa De La Luz (Huelva);2013M07;
Andalucía: Costa De La Luz (Huelva);2013M06;
Andalucía: Costa De La Luz (Huelva);2013M05;
Andalucía: Costa De La Luz (Huelva);2013M04;
Andalucía: Costa De La Luz (Huelva);2013M03;
Andalucía: Costa De La Luz (Huelva);2013M02;
Andalucía: Costa De La Luz (Huelva);2013M01;
Andalucía: Costa De La Luz (Huelva);2012M12;
Andalucía: Costa De La Luz (Huelva);2012M11;
Andalucía: Costa De La Luz (Huelva);2012M10;
Andalucía: Costa De La Luz (Huelva);2012M09;
Andalucía: Costa De La Luz (Huelva);2012M08;
Andalucía: Costa De La Luz (Huelva);2012M07;
Andalucía: Costa De La Luz (Huelva);2012M06;
Andalucía: Costa De La Luz (Huelva);2012M05;
Andalucía: Costa De La Luz (Huelva);2012M04;
Andalucía: Costa De La Luz (Huelva);2012M03;
Andalucía: Costa De La Luz (Huelva);2012M02;
Andalucía: Costa De La Luz (Huelva);2012M01;
Andalucía: Costa De La Luz (Huelva);2011M12;
Andalucía: Costa De La Luz (Huelva);2011M11;
Andalucía: Costa De La Luz (Huelva);2011M10;
Andalucía: Costa De La Luz (Huelva);2011M09;
Andalucía: Costa De La Luz (Huelva);2011M08;
Andalucía: Costa De La Luz (Huelva);2011M07;
Andalucía: Costa De La Luz (Huelva);2011M06;
Andalucía: Costa De La Luz (Huelva);2011M05;
Andalucía: Costa De La Luz (Huelva);2011M04;
Andalucía: Costa De La Luz (Huelva);2011M03;
Andalucía: Costa De La Luz (Huelva);2011M02;
Andalucía: Costa De La Luz (Huelva);2011M01;
Andalucía: Costa De La Luz (Huelva);2010M12;
Andalucía: Costa De La Luz (Huelva);2010M11;
Andalucía: Costa De La Luz (Huelva);2010M10;
Andalucía: Costa De La Luz (Huelva);2010M09;
Andalucía: Costa De La Luz (Huelva);2010M08;
Andalucía: Costa De La Luz (Huelva);2010M07;
Andalucía: Costa De La Luz (Huelva);2010M06;
Andalucía: Costa De La Luz (Huelva);2010M05;
Andalucía: Costa De La Luz (Huelva);2010M04;
Andalucía: Costa De La Luz (Huelva);2010M03;
Andalucía: Costa De La Luz (Huelva);2010M02;
Andalucía: Costa De La Luz (Huelva);2010M01;
Andalucía: Costa De La Luz (Huelva);2009M12;
Andalucía: Costa De La Luz (Huelva);2009M11;
Andalucía: Costa De La Luz (Huelva);2009M10;
Andalucía: Costa De La Luz (Huelva);2009M09;
Andalucía: Costa De La Luz (Huelva);2009M08;
Andalucía: Costa De La Luz (Huelva);2009M07;
Andalucía: Costa De La Luz (Huelva);2009M06;
Andalucía: Costa De La Luz (Huelva);2009M05;
Andalucía: Costa De La Luz (Huelva);2009M04;
Andalucía: Costa De La Luz (Huelva);2009M03;
Andalucía: Costa De La Luz (Huelva);2009M02;
Andalucía: Costa De La Luz (Huelva);2009M01;
Andalucía: Costa De La Luz (Huelva);2008M12;
Andalucía: Costa De La Luz (Huelva);2008M11;
Andalucía: Costa De La Luz (Huelva);2008M10;
Andalucía: Costa De La Luz (Huelva);2008M09;
Andalucía: Costa De La Luz (Huelva);2008M08;
Andalucía: Costa De La Luz (Huelva);2008M07;
Andalucía: Costa De La Luz (Huelva);2008M06;
Andalucía: Costa De La Luz (Huelva);2008M05;
Andalucía: Costa De La Luz (Huelva);2008M04;
Andalucía: Costa De La Luz (Huelva);2008M03;
Andalucía: Costa De La Luz (Huelva);2008M02;
Andalucía: Costa De La Luz (Huelva);2008M01;
Andalucía: Costa De La Luz (Huelva);2007M12;
Andalucía: Costa De La Luz (Huelva);2007M11;
Andalucía: Costa De La Luz (Huelva);2007M10;
Andalucía: Costa De La Luz (Huelva);2007M09;
Andalucía: Costa De La Luz (Huelva);2007M08;
Andalucía: Costa De La Luz (Huelva);2007M07;
Andalucía: Costa De La Luz (Huelva);2007M06;
Andalucía: Costa De La Luz (Huelva);2007M05;
Andalucía: Costa De La Luz (Huelva);2007M04;
Andalucía: Costa De La Luz (Huelva);2007M03;
Andalucía: Costa De La Luz (Huelva);2007M02;
Andalucía: Costa De La Luz (Huelva);2007M01;
Andalucía: Costa De La Luz (Huelva);2006M12;
Andalucía: Costa De La Luz (Huelva);2006M11;
Andalucía: Costa De La Luz (Huelva);2006M10;
Andalucía: Costa De La Luz (Huelva);2006M09;
Andalucía: Costa De La Luz (Huelva);2006M08;
Andalucía: Costa De La Luz (Huelva);2006M07;
Andalucía: Costa De La Luz (Huelva);2006M06;
Andalucía: Costa De La Luz (Huelva);2006M05;
Andalucía: Costa De La Luz (Huelva);2006M04;
Andalucía: Costa De La Luz (Huelva);2006M03;
Andalucía: Costa De La Luz (Huelva);2006M02;
Andalucía: Costa De La Luz (Huelva);2006M01;
Andalucía: Costa De La Luz (Huelva);2005M12;
Andalucía: Costa De La Luz (Huelva);2005M11;
Andalucía: Costa De La Luz (Huelva);2005M10;
Andalucía: Costa De La Luz (Huelva);2005M09;
Andalucía: Costa De La Luz (Huelva);2005M08;
Andalucía: Costa De La Luz (Huelva);2005M07;
Andalucía: Costa De La Luz (Huelva);2005M06;
Andalucía: Costa De La Luz (Huelva);2005M05;
Andalucía: Costa De La Luz (Huelva);2005M04;
Andalucía: Costa De La Luz (Huelva);2005M03;
Andalucía: Costa De La Luz (Huelva);2005M02;
Andalucía: Costa De La Luz (Huelva);2005M01;
Andalucía: Costa Tropical (Granada);2022M08;4,67
Andalucía: Costa Tropical (Granada);2022M07;4,41
Andalucía: Costa Tropical (Granada);2022M06;3,06
Andalucía: Costa Tropical (Granada);2022M05;3,22
Andalucía: Costa Tropical (Granada);2022M04;4,5
Andalucía: Costa Tropical (Granada);2022M03;12,66
Andalucía: Costa Tropical (Granada);2022M02;6,19
Andalucía: Costa Tropical (Granada);2022M01;4,99
Andalucía: Costa Tropical (Granada);2021M12;4,72
Andalucía: Costa Tropical (Granada);2021M11;6,68
Andalucía: Costa Tropical (Granada);2021M10;5,72
Andalucía: Costa Tropical (Granada);2021M09;3,81
Andalucía: Costa Tropical (Granada);2021M08;3,59
Andalucía: Costa Tropical (Granada);2021M07;5,18
Andalucía: Costa Tropical (Granada);2021M06;3,4
Andalucía: Costa Tropical (Granada);2021M05;2,39
Andalucía: Costa Tropical (Granada);2021M04;2,31
Andalucía: Costa Tropical (Granada);2021M03;2,73
Andalucía: Costa Tropical (Granada);2021M02;6,29
Andalucía: Costa Tropical (Granada);2021M01;4,4
Andalucía: Costa Tropical (Granada);2020M12;2,55
Andalucía: Costa Tropical (Granada);2020M11;15,6
Andalucía: Costa Tropical (Granada);2020M10;2,85
Andalucía: Costa Tropical (Granada);2020M09;4,35
Andalucía: Costa Tropical (Granada);2020M08;3,69
Andalucía: Costa Tropical (Granada);2020M07;5,32
Andalucía: Costa Tropical (Granada);2020M06;.
Andalucía: Costa Tropical (Granada);2020M05;.
Andalucía: Costa Tropical (Granada);2020M04;0
Andalucía: Costa Tropical (Granada);2020M03;9,71
Andalucía: Costa Tropical (Granada);2020M02;4,41
Andalucía: Costa Tropical (Granada);2020M01;6,32
Andalucía: Costa Tropical (Granada);2019M12;7
Andalucía: Costa Tropical (Granada);2019M11;8,46
Andalucía: Costa Tropical (Granada);2019M10;5,13
Andalucía: Costa Tropical (Granada);2019M09;4,54
Andalucía: Costa Tropical (Granada);2019M08;4,9
Andalucía: Costa Tropical (Granada);2019M07;4,58
Andalucía: Costa Tropical (Granada);2019M06;2,74
Andalucía: Costa Tropical (Granada);2019M05;4,29
Andalucía: Costa Tropical (Granada);2019M04;4,54
Andalucía: Costa Tropical (Granada);2019M03;6,08
Andalucía: Costa Tropical (Granada);2019M02;6,53
Andalucía: Costa Tropical (Granada);2019M01;6,1
Andalucía: Costa Tropical (Granada);2018M12;4,08
Andalucía: Costa Tropical (Granada);2018M11;11,76
Andalucía: Costa Tropical (Granada);2018M10;4,25
Andalucía: Costa Tropical (Granada);2018M09;3,74
Andalucía: Costa Tropical (Granada);2018M08;4,59
Andalucía: Costa Tropical (Granada);2018M07;4,91
Andalucía: Costa Tropical (Granada);2018M06;3,23
Andalucía: Costa Tropical (Granada);2018M05;4,58
Andalucía: Costa Tropical (Granada);2018M04;4,84
Andalucía: Costa Tropical (Granada);2018M03;8,12
Andalucía: Costa Tropical (Granada);2018M02;4,62
Andalucía: Costa Tropical (Granada);2018M01;5,9
Andalucía: Costa Tropical (Granada);2017M12;
Andalucía: Costa Tropical (Granada);2017M11;
Andalucía: Costa Tropical (Granada);2017M10;
Andalucía: Costa Tropical (Granada);2017M09;
Andalucía: Costa Tropical (Granada);2017M08;
Andalucía: Costa Tropical (Granada);2017M07;
Andalucía: Costa Tropical (Granada);2017M06;
Andalucía: Costa Tropical (Granada);2017M05;
Andalucía: Costa Tropical (Granada);2017M04;
Andalucía: Costa Tropical (Granada);2017M03;
Andalucía: Costa Tropical (Granada);2017M02;
Andalucía: Costa Tropical (Granada);2017M01;
Andalucía: Costa Tropical (Granada);2016M12;
Andalucía: Costa Tropical (Granada);2016M11;
Andalucía: Costa Tropical (Granada);2016M10;
Andalucía: Costa Tropical (Granada);2016M09;
Andalucía: Costa Tropical (Granada);2016M08;
Andalucía: Costa Tropical (Granada);2016M07;
Andalucía: Costa Tropical (Granada);2016M06;
Andalucía: Costa Tropical (Granada);2016M05;
Andalucía: Costa Tropical (Granada);2016M04;
Andalucía: Costa Tropical (Granada);2016M03;
Andalucía: Costa Tropical (Granada);2016M02;
Andalucía: Costa Tropical (Granada);2016M01;
Andalucía: Costa Tropical (Granada);2015M12;
Andalucía: Costa Tropical (Granada);2015M11;
Andalucía: Costa Tropical (Granada);2015M10;
Andalucía: Costa Tropical (Granada);2015M09;
Andalucía: Costa Tropical (Granada);2015M08;
Andalucía: Costa Tropical (Granada);2015M07;
Andalucía: Costa Tropical (Granada);2015M06;
Andalucía: Costa Tropical (Granada);2015M05;
Andalucía: Costa Tropical (Granada);2015M04;
Andalucía: Costa Tropical (Granada);2015M03;
Andalucía: Costa Tropical (Granada);2015M02;
Andalucía: Costa Tropical (Granada);2015M01;
Andalucía: Costa Tropical (Granada);2014M12;
Andalucía: Costa Tropical (Granada);2014M11;
Andalucía: Costa Tropical (Granada);2014M10;
Andalucía: Costa Tropical (Granada);2014M09;
Andalucía: Costa Tropical (Granada);2014M08;
Andalucía: Costa Tropical (Granada);2014M07;
Andalucía: Costa Tropical (Granada);2014M06;
Andalucía: Costa Tropical (Granada);2014M05;
