Zonas  Turísticas;Apartamentos y personal empleado;Periodo;Total
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2013M03;18,04
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2013M02;19,14
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2013M01;13,29
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M12;12,15
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M11;18,41
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M10;23,89
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M09;15,51
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M08;36,53
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M07;32,29
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M06;19,05
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M05;6,52
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M04;30,63
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M03;18,7
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M02;24,77
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2012M01;6,87
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M12;8,64
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M11;18,75
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M10;7,38
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M09;36,81
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M08;58,78
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M07;58,92
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M06;27,7
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M05;33,33
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M04;31,36
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M03;28,8
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M02;20,83
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2011M01;15,23
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M12;20,83
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M11;22,22
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M10;41,67
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M09;48,39
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M08;67,41
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M07;39,58
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M06;33,51
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M05;36,23
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M04;31,27
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M03;27,48
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M02;29,79
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2010M01;16,4
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M12;22,03
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M11;23,02
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M10;39,28
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M09;48,99
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M08;66,08
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M07;54,7
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M06;26,42
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M05;31,72
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M04;30,94
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M03;24,14
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M02;15,45
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2009M01;19,25
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M12;20,97
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M11;30,79
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M10;34,07
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M09;47,76
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M08;65,61
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M07;43,77
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M06;28,94
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M05;41,44
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M04;20,65
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M03;34,85
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M02;14,22
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2008M01;11,43
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M12;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M11;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M10;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M09;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M08;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M07;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M06;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M05;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M04;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M03;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M02;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2007M01;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M12;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M11;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M10;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M09;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M08;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M07;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M06;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M05;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M04;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M03;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M02;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2006M01;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M12;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M11;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M10;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M09;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M08;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M07;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M06;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M05;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M04;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M03;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M02;""
Canarias: Isla De Hierro;Grado de ocupación por apartamentos en fin de semana;2005M01;""
Canarias: Isla De Hierro;Personal empleado;2022M08;29
Canarias: Isla De Hierro;Personal empleado;2022M07;28
Canarias: Isla De Hierro;Personal empleado;2022M06;25
Canarias: Isla De Hierro;Personal empleado;2022M05;26
Canarias: Isla De Hierro;Personal empleado;2022M04;29
Canarias: Isla De Hierro;Personal empleado;2022M03;24
Canarias: Isla De Hierro;Personal empleado;2022M02;22
Canarias: Isla De Hierro;Personal empleado;2022M01;23
Canarias: Isla De Hierro;Personal empleado;2021M12;25
Canarias: Isla De Hierro;Personal empleado;2021M11;23
Canarias: Isla De Hierro;Personal empleado;2021M10;24
Canarias: Isla De Hierro;Personal empleado;2021M09;24
Canarias: Isla De Hierro;Personal empleado;2021M08;24
Canarias: Isla De Hierro;Personal empleado;2021M07;22
Canarias: Isla De Hierro;Personal empleado;2021M06;23
Canarias: Isla De Hierro;Personal empleado;2021M05;23
Canarias: Isla De Hierro;Personal empleado;2021M04;22
Canarias: Isla De Hierro;Personal empleado;2021M03;20
Canarias: Isla De Hierro;Personal empleado;2021M02;19
Canarias: Isla De Hierro;Personal empleado;2021M01;20
Canarias: Isla De Hierro;Personal empleado;2020M12;23
Canarias: Isla De Hierro;Personal empleado;2020M11;23
Canarias: Isla De Hierro;Personal empleado;2020M10;23
Canarias: Isla De Hierro;Personal empleado;2020M09;27
Canarias: Isla De Hierro;Personal empleado;2020M08;27
Canarias: Isla De Hierro;Personal empleado;2020M07;24
Canarias: Isla De Hierro;Personal empleado;2020M06;.
Canarias: Isla De Hierro;Personal empleado;2020M05;.
Canarias: Isla De Hierro;Personal empleado;2020M04;..
Canarias: Isla De Hierro;Personal empleado;2020M03;13
Canarias: Isla De Hierro;Personal empleado;2020M02;24
Canarias: Isla De Hierro;Personal empleado;2020M01;27
Canarias: Isla De Hierro;Personal empleado;2019M12;28
Canarias: Isla De Hierro;Personal empleado;2019M11;27
Canarias: Isla De Hierro;Personal empleado;2019M10;25
Canarias: Isla De Hierro;Personal empleado;2019M09;27
Canarias: Isla De Hierro;Personal empleado;2019M08;29
Canarias: Isla De Hierro;Personal empleado;2019M07;26
Canarias: Isla De Hierro;Personal empleado;2019M06;26
Canarias: Isla De Hierro;Personal empleado;2019M05;28
Canarias: Isla De Hierro;Personal empleado;2019M04;25
Canarias: Isla De Hierro;Personal empleado;2019M03;27
Canarias: Isla De Hierro;Personal empleado;2019M02;24
Canarias: Isla De Hierro;Personal empleado;2019M01;26
Canarias: Isla De Hierro;Personal empleado;2018M12;30
Canarias: Isla De Hierro;Personal empleado;2018M11;27
Canarias: Isla De Hierro;Personal empleado;2018M10;23
Canarias: Isla De Hierro;Personal empleado;2018M09;26
Canarias: Isla De Hierro;Personal empleado;2018M08;24
Canarias: Isla De Hierro;Personal empleado;2018M07;25
Canarias: Isla De Hierro;Personal empleado;2018M06;25
Canarias: Isla De Hierro;Personal empleado;2018M05;25
Canarias: Isla De Hierro;Personal empleado;2018M04;27
Canarias: Isla De Hierro;Personal empleado;2018M03;26
Canarias: Isla De Hierro;Personal empleado;2018M02;24
Canarias: Isla De Hierro;Personal empleado;2018M01;24
Canarias: Isla De Hierro;Personal empleado;2017M12;24
Canarias: Isla De Hierro;Personal empleado;2017M11;26
Canarias: Isla De Hierro;Personal empleado;2017M10;25
Canarias: Isla De Hierro;Personal empleado;2017M09;27
Canarias: Isla De Hierro;Personal empleado;2017M08;26
Canarias: Isla De Hierro;Personal empleado;2017M07;25
Canarias: Isla De Hierro;Personal empleado;2017M06;24
Canarias: Isla De Hierro;Personal empleado;2017M05;24
Canarias: Isla De Hierro;Personal empleado;2017M04;24
Canarias: Isla De Hierro;Personal empleado;2017M03;26
Canarias: Isla De Hierro;Personal empleado;2017M02;26
Canarias: Isla De Hierro;Personal empleado;2017M01;27
Canarias: Isla De Hierro;Personal empleado;2016M12;25
Canarias: Isla De Hierro;Personal empleado;2016M11;25
Canarias: Isla De Hierro;Personal empleado;2016M10;24
Canarias: Isla De Hierro;Personal empleado;2016M09;25
Canarias: Isla De Hierro;Personal empleado;2016M08;25
Canarias: Isla De Hierro;Personal empleado;2016M07;25
Canarias: Isla De Hierro;Personal empleado;2016M06;25
Canarias: Isla De Hierro;Personal empleado;2016M05;25
Canarias: Isla De Hierro;Personal empleado;2016M04;25
Canarias: Isla De Hierro;Personal empleado;2016M03;26
Canarias: Isla De Hierro;Personal empleado;2016M02;26
Canarias: Isla De Hierro;Personal empleado;2016M01;27
Canarias: Isla De Hierro;Personal empleado;2015M12;25
Canarias: Isla De Hierro;Personal empleado;2015M11;27
Canarias: Isla De Hierro;Personal empleado;2015M10;23
Canarias: Isla De Hierro;Personal empleado;2015M09;24
Canarias: Isla De Hierro;Personal empleado;2015M08;26
Canarias: Isla De Hierro;Personal empleado;2015M07;26
Canarias: Isla De Hierro;Personal empleado;2015M06;25
Canarias: Isla De Hierro;Personal empleado;2015M05;25
Canarias: Isla De Hierro;Personal empleado;2015M04;24
Canarias: Isla De Hierro;Personal empleado;2015M03;25
Canarias: Isla De Hierro;Personal empleado;2015M02;26
Canarias: Isla De Hierro;Personal empleado;2015M01;24
Canarias: Isla De Hierro;Personal empleado;2014M12;25
Canarias: Isla De Hierro;Personal empleado;2014M11;26
Canarias: Isla De Hierro;Personal empleado;2014M10;28
Canarias: Isla De Hierro;Personal empleado;2014M09;27
Canarias: Isla De Hierro;Personal empleado;2014M08;28
Canarias: Isla De Hierro;Personal empleado;2014M07;25
Canarias: Isla De Hierro;Personal empleado;2014M06;23
Canarias: Isla De Hierro;Personal empleado;2014M05;21
Canarias: Isla De Hierro;Personal empleado;2014M04;22
Canarias: Isla De Hierro;Personal empleado;2014M03;20
Canarias: Isla De Hierro;Personal empleado;2014M02;22
Canarias: Isla De Hierro;Personal empleado;2014M01;22
Canarias: Isla De Hierro;Personal empleado;2013M12;23
Canarias: Isla De Hierro;Personal empleado;2013M11;23
Canarias: Isla De Hierro;Personal empleado;2013M10;23
Canarias: Isla De Hierro;Personal empleado;2013M09;23
Canarias: Isla De Hierro;Personal empleado;2013M08;22
Canarias: Isla De Hierro;Personal empleado;2013M07;24
Canarias: Isla De Hierro;Personal empleado;2013M06;17
Canarias: Isla De Hierro;Personal empleado;2013M05;18
Canarias: Isla De Hierro;Personal empleado;2013M04;22
Canarias: Isla De Hierro;Personal empleado;2013M03;23
Canarias: Isla De Hierro;Personal empleado;2013M02;23
Canarias: Isla De Hierro;Personal empleado;2013M01;24
Canarias: Isla De Hierro;Personal empleado;2012M12;27
Canarias: Isla De Hierro;Personal empleado;2012M11;27
Canarias: Isla De Hierro;Personal empleado;2012M10;28
Canarias: Isla De Hierro;Personal empleado;2012M09;26
Canarias: Isla De Hierro;Personal empleado;2012M08;25
Canarias: Isla De Hierro;Personal empleado;2012M07;20
Canarias: Isla De Hierro;Personal empleado;2012M06;24
Canarias: Isla De Hierro;Personal empleado;2012M05;26
Canarias: Isla De Hierro;Personal empleado;2012M04;25
Canarias: Isla De Hierro;Personal empleado;2012M03;26
Canarias: Isla De Hierro;Personal empleado;2012M02;25
Canarias: Isla De Hierro;Personal empleado;2012M01;26
Canarias: Isla De Hierro;Personal empleado;2011M12;26
Canarias: Isla De Hierro;Personal empleado;2011M11;24
Canarias: Isla De Hierro;Personal empleado;2011M10;25
Canarias: Isla De Hierro;Personal empleado;2011M09;25
Canarias: Isla De Hierro;Personal empleado;2011M08;26
Canarias: Isla De Hierro;Personal empleado;2011M07;27
Canarias: Isla De Hierro;Personal empleado;2011M06;26
Canarias: Isla De Hierro;Personal empleado;2011M05;26
Canarias: Isla De Hierro;Personal empleado;2011M04;26
Canarias: Isla De Hierro;Personal empleado;2011M03;27
Canarias: Isla De Hierro;Personal empleado;2011M02;27
Canarias: Isla De Hierro;Personal empleado;2011M01;26
Canarias: Isla De Hierro;Personal empleado;2010M12;26
Canarias: Isla De Hierro;Personal empleado;2010M11;27
Canarias: Isla De Hierro;Personal empleado;2010M10;26
Canarias: Isla De Hierro;Personal empleado;2010M09;25
Canarias: Isla De Hierro;Personal empleado;2010M08;25
Canarias: Isla De Hierro;Personal empleado;2010M07;25
Canarias: Isla De Hierro;Personal empleado;2010M06;26
Canarias: Isla De Hierro;Personal empleado;2010M05;25
Canarias: Isla De Hierro;Personal empleado;2010M04;27
Canarias: Isla De Hierro;Personal empleado;2010M03;27
Canarias: Isla De Hierro;Personal empleado;2010M02;27
Canarias: Isla De Hierro;Personal empleado;2010M01;29
Canarias: Isla De Hierro;Personal empleado;2009M12;33
Canarias: Isla De Hierro;Personal empleado;2009M11;31
Canarias: Isla De Hierro;Personal empleado;2009M10;29
Canarias: Isla De Hierro;Personal empleado;2009M09;29
Canarias: Isla De Hierro;Personal empleado;2009M08;23
Canarias: Isla De Hierro;Personal empleado;2009M07;25
Canarias: Isla De Hierro;Personal empleado;2009M06;28
Canarias: Isla De Hierro;Personal empleado;2009M05;30
Canarias: Isla De Hierro;Personal empleado;2009M04;30
Canarias: Isla De Hierro;Personal empleado;2009M03;28
Canarias: Isla De Hierro;Personal empleado;2009M02;29
Canarias: Isla De Hierro;Personal empleado;2009M01;27
Canarias: Isla De Hierro;Personal empleado;2008M12;29
Canarias: Isla De Hierro;Personal empleado;2008M11;28
Canarias: Isla De Hierro;Personal empleado;2008M10;30
Canarias: Isla De Hierro;Personal empleado;2008M09;29
Canarias: Isla De Hierro;Personal empleado;2008M08;28
Canarias: Isla De Hierro;Personal empleado;2008M07;32
Canarias: Isla De Hierro;Personal empleado;2008M06;24
Canarias: Isla De Hierro;Personal empleado;2008M05;25
Canarias: Isla De Hierro;Personal empleado;2008M04;24
Canarias: Isla De Hierro;Personal empleado;2008M03;28
Canarias: Isla De Hierro;Personal empleado;2008M02;24
Canarias: Isla De Hierro;Personal empleado;2008M01;24
Canarias: Isla De Hierro;Personal empleado;2007M12;32
Canarias: Isla De Hierro;Personal empleado;2007M11;26
Canarias: Isla De Hierro;Personal empleado;2007M10;29
Canarias: Isla De Hierro;Personal empleado;2007M09;28
Canarias: Isla De Hierro;Personal empleado;2007M08;27
Canarias: Isla De Hierro;Personal empleado;2007M07;27
Canarias: Isla De Hierro;Personal empleado;2007M06;23
Canarias: Isla De Hierro;Personal empleado;2007M05;24
Canarias: Isla De Hierro;Personal empleado;2007M04;24
Canarias: Isla De Hierro;Personal empleado;2007M03;25
Canarias: Isla De Hierro;Personal empleado;2007M02;23
Canarias: Isla De Hierro;Personal empleado;2007M01;25
Canarias: Isla De Hierro;Personal empleado;2006M12;25
Canarias: Isla De Hierro;Personal empleado;2006M11;24
Canarias: Isla De Hierro;Personal empleado;2006M10;24
Canarias: Isla De Hierro;Personal empleado;2006M09;24
Canarias: Isla De Hierro;Personal empleado;2006M08;24
Canarias: Isla De Hierro;Personal empleado;2006M07;24
Canarias: Isla De Hierro;Personal empleado;2006M06;21
Canarias: Isla De Hierro;Personal empleado;2006M05;21
Canarias: Isla De Hierro;Personal empleado;2006M04;21
Canarias: Isla De Hierro;Personal empleado;2006M03;21
Canarias: Isla De Hierro;Personal empleado;2006M02;21
Canarias: Isla De Hierro;Personal empleado;2006M01;21
Canarias: Isla De Hierro;Personal empleado;2005M12;22
Canarias: Isla De Hierro;Personal empleado;2005M11;22
Canarias: Isla De Hierro;Personal empleado;2005M10;24
Canarias: Isla De Hierro;Personal empleado;2005M09;25
Canarias: Isla De Hierro;Personal empleado;2005M08;26
Canarias: Isla De Hierro;Personal empleado;2005M07;26
Canarias: Isla De Hierro;Personal empleado;2005M06;26
Canarias: Isla De Hierro;Personal empleado;2005M05;26
Canarias: Isla De Hierro;Personal empleado;2005M04;28
Canarias: Isla De Hierro;Personal empleado;2005M03;28
Canarias: Isla De Hierro;Personal empleado;2005M02;25
Canarias: Isla De Hierro;Personal empleado;2005M01;26
Cataluña: Barcelona;Número de plazas estimadas;2022M08;3.400
Cataluña: Barcelona;Número de plazas estimadas;2022M07;3.487
Cataluña: Barcelona;Número de plazas estimadas;2022M06;3.477
Cataluña: Barcelona;Número de plazas estimadas;2022M05;3.481
Cataluña: Barcelona;Número de plazas estimadas;2022M04;3.152
Cataluña: Barcelona;Número de plazas estimadas;2022M03;3.206
Cataluña: Barcelona;Número de plazas estimadas;2022M02;3.218
Cataluña: Barcelona;Número de plazas estimadas;2022M01;3.252
Cataluña: Barcelona;Número de plazas estimadas;2021M12;2.562
Cataluña: Barcelona;Número de plazas estimadas;2021M11;2.588
Cataluña: Barcelona;Número de plazas estimadas;2021M10;2.623
Cataluña: Barcelona;Número de plazas estimadas;2021M09;2.751
Cataluña: Barcelona;Número de plazas estimadas;2021M08;2.360
Cataluña: Barcelona;Número de plazas estimadas;2021M07;2.380
Cataluña: Barcelona;Número de plazas estimadas;2021M06;2.330
Cataluña: Barcelona;Número de plazas estimadas;2021M05;2.639
Cataluña: Barcelona;Número de plazas estimadas;2021M04;2.244
Cataluña: Barcelona;Número de plazas estimadas;2021M03;2.264
Cataluña: Barcelona;Número de plazas estimadas;2021M02;1.905
Cataluña: Barcelona;Número de plazas estimadas;2021M01;1.779
Cataluña: Barcelona;Número de plazas estimadas;2020M12;1.679
Cataluña: Barcelona;Número de plazas estimadas;2020M11;1.679
Cataluña: Barcelona;Número de plazas estimadas;2020M10;2.399
Cataluña: Barcelona;Número de plazas estimadas;2020M09;2.255
Cataluña: Barcelona;Número de plazas estimadas;2020M08;2.426
Cataluña: Barcelona;Número de plazas estimadas;2020M07;2.673
Cataluña: Barcelona;Número de plazas estimadas;2020M06;.
Cataluña: Barcelona;Número de plazas estimadas;2020M05;.
Cataluña: Barcelona;Número de plazas estimadas;2020M04;0
Cataluña: Barcelona;Número de plazas estimadas;2020M03;1.027
Cataluña: Barcelona;Número de plazas estimadas;2020M02;3.423
Cataluña: Barcelona;Número de plazas estimadas;2020M01;3.417
Cataluña: Barcelona;Número de plazas estimadas;2019M12;3.877
Cataluña: Barcelona;Número de plazas estimadas;2019M11;3.677
Cataluña: Barcelona;Número de plazas estimadas;2019M10;4.068
Cataluña: Barcelona;Número de plazas estimadas;2019M09;4.275
Cataluña: Barcelona;Número de plazas estimadas;2019M08;4.103
Cataluña: Barcelona;Número de plazas estimadas;2019M07;4.105
Cataluña: Barcelona;Número de plazas estimadas;2019M06;4.058
Cataluña: Barcelona;Número de plazas estimadas;2019M05;4.192
Cataluña: Barcelona;Número de plazas estimadas;2019M04;4.025
Cataluña: Barcelona;Número de plazas estimadas;2019M03;4.353
Cataluña: Barcelona;Número de plazas estimadas;2019M02;4.419
Cataluña: Barcelona;Número de plazas estimadas;2019M01;4.367
Cataluña: Barcelona;Número de plazas estimadas;2018M12;3.956
Cataluña: Barcelona;Número de plazas estimadas;2018M11;4.021
Cataluña: Barcelona;Número de plazas estimadas;2018M10;3.783
Cataluña: Barcelona;Número de plazas estimadas;2018M09;3.994
Cataluña: Barcelona;Número de plazas estimadas;2018M08;4.057
Cataluña: Barcelona;Número de plazas estimadas;2018M07;4.004
Cataluña: Barcelona;Número de plazas estimadas;2018M06;4.222
Cataluña: Barcelona;Número de plazas estimadas;2018M05;3.855
Cataluña: Barcelona;Número de plazas estimadas;2018M04;3.971
Cataluña: Barcelona;Número de plazas estimadas;2018M03;4.544
Cataluña: Barcelona;Número de plazas estimadas;2018M02;4.522
Cataluña: Barcelona;Número de plazas estimadas;2018M01;4.847
Cataluña: Barcelona;Número de plazas estimadas;2017M12;4.905
Cataluña: Barcelona;Número de plazas estimadas;2017M11;5.048
Cataluña: Barcelona;Número de plazas estimadas;2017M10;5.166
Cataluña: Barcelona;Número de plazas estimadas;2017M09;5.189
Cataluña: Barcelona;Número de plazas estimadas;2017M08;5.198
Cataluña: Barcelona;Número de plazas estimadas;2017M07;5.189
Cataluña: Barcelona;Número de plazas estimadas;2017M06;5.199
Cataluña: Barcelona;Número de plazas estimadas;2017M05;5.327
Cataluña: Barcelona;Número de plazas estimadas;2017M04;5.343
Cataluña: Barcelona;Número de plazas estimadas;2017M03;4.669
Cataluña: Barcelona;Número de plazas estimadas;2017M02;4.601
Cataluña: Barcelona;Número de plazas estimadas;2017M01;4.926
Cataluña: Barcelona;Número de plazas estimadas;2016M12;5.154
Cataluña: Barcelona;Número de plazas estimadas;2016M11;5.165
Cataluña: Barcelona;Número de plazas estimadas;2016M10;4.968
Cataluña: Barcelona;Número de plazas estimadas;2016M09;5.084
Cataluña: Barcelona;Número de plazas estimadas;2016M08;4.915
Cataluña: Barcelona;Número de plazas estimadas;2016M07;4.935
Cataluña: Barcelona;Número de plazas estimadas;2016M06;5.053
Cataluña: Barcelona;Número de plazas estimadas;2016M05;4.978
Cataluña: Barcelona;Número de plazas estimadas;2016M04;4.853
Cataluña: Barcelona;Número de plazas estimadas;2016M03;4.377
Cataluña: Barcelona;Número de plazas estimadas;2016M02;4.933
Cataluña: Barcelona;Número de plazas estimadas;2016M01;4.511
Cataluña: Barcelona;Número de plazas estimadas;2015M12;4.114
Cataluña: Barcelona;Número de plazas estimadas;2015M11;4.118
Cataluña: Barcelona;Número de plazas estimadas;2015M10;4.368
Cataluña: Barcelona;Número de plazas estimadas;2015M09;4.344
Cataluña: Barcelona;Número de plazas estimadas;2015M08;4.398
Cataluña: Barcelona;Número de plazas estimadas;2015M07;4.342
Cataluña: Barcelona;Número de plazas estimadas;2015M06;4.290
Cataluña: Barcelona;Número de plazas estimadas;2015M05;4.351
Cataluña: Barcelona;Número de plazas estimadas;2015M04;4.289
Cataluña: Barcelona;Número de plazas estimadas;2015M03;4.301
Cataluña: Barcelona;Número de plazas estimadas;2015M02;4.340
Cataluña: Barcelona;Número de plazas estimadas;2015M01;4.455
Cataluña: Barcelona;Número de plazas estimadas;2014M12;4.429
Cataluña: Barcelona;Número de plazas estimadas;2014M11;4.398
Cataluña: Barcelona;Número de plazas estimadas;2014M10;4.404
Cataluña: Barcelona;Número de plazas estimadas;2014M09;4.152
Cataluña: Barcelona;Número de plazas estimadas;2014M08;4.133
Cataluña: Barcelona;Número de plazas estimadas;2014M07;4.122
Cataluña: Barcelona;Número de plazas estimadas;2014M06;4.098
Cataluña: Barcelona;Número de plazas estimadas;2014M05;3.944
Cataluña: Barcelona;Número de plazas estimadas;2014M04;3.699
Cataluña: Barcelona;Número de plazas estimadas;2014M03;3.607
Cataluña: Barcelona;Número de plazas estimadas;2014M02;3.649
Cataluña: Barcelona;Número de plazas estimadas;2014M01;3.353
Cataluña: Barcelona;Número de plazas estimadas;2013M12;3.469
Cataluña: Barcelona;Número de plazas estimadas;2013M11;3.488
Cataluña: Barcelona;Número de plazas estimadas;2013M10;3.414
Cataluña: Barcelona;Número de plazas estimadas;2013M09;3.387
Cataluña: Barcelona;Número de plazas estimadas;2013M08;3.385
Cataluña: Barcelona;Número de plazas estimadas;2013M07;3.339
Cataluña: Barcelona;Número de plazas estimadas;2013M06;3.257
Cataluña: Barcelona;Número de plazas estimadas;2013M05;3.406
Cataluña: Barcelona;Número de plazas estimadas;2013M04;3.179
Cataluña: Barcelona;Número de plazas estimadas;2013M03;4.211
Cataluña: Barcelona;Número de plazas estimadas;2013M02;4.199
Cataluña: Barcelona;Número de plazas estimadas;2013M01;4.273
Cataluña: Barcelona;Número de plazas estimadas;2012M12;4.529
